#CIPSI
# dipole moment from CIPSI density
#basis      pt2_max     pt2        z_dipole_moment
sto-3g 0.010000 0.0000000000000000 -0.49064170681069719
sto-3g 0.001000 0.0000000000000000 0.24297429279462657
sto-3g 0.000001 0.0000000000000000 0.24297429279466209
